Feat0,Feat1,Feat2,Feat3,Feat4,Feat5,Feat6,Feat7,target
129.75,47.05664804,0.162129107,-0.101504382,1.56187291,14.88743779,11.22034009,139.592614,0
119.109375,58.6426192,0.184893214,-0.316643572,2.341973244,15.72243388,8.752023715,93.60583423,0
129.359375,50.04930918,-0.017550072,-0.124106157,1.836956522,11.90237626,11.53809209,191.5354055,0
139.625,53.75697629,-0.000556225,-0.531055836,19.51254181,47.94911611,2.339639119,4.274464019,0
113.203125,40.79873607,0.236092441,0.691055057,0.894648829,10.38323859,16.28281345,332.3464221,0
130.21875,54.42367613,0.045247414,-0.38096756,1.963210702,12.2611079,11.08196116,174.8879312,0
137.4375,50.24840638,0.176853471,-0.165676445,1.555183946,12.72198732,13.24378157,210.2766707,0
142.8203125,39.85137105,-0.075277319,0.751309607,2.294314381,13.83516197,9.195981017,117.0205517,0
139.875,40.97750908,-0.471452487,0.751470928,2.155518395,13.43039387,9.963954253,134.9793988,0
80.3203125,36.01322101,0.823486574,3.340541083,1.281772575,11.45472557,13.1625355,229.800866,0
128.546875,45.38117371,-0.133429617,-0.281781194,5.691471572,29.96499007,5.556640101,31.01647182,0
100.1953125,37.15719534,0.312657897,1.493755352,0.428093645,8.526606796,24.8038265,687.3500921,0
122.234375,45.80793538,0.286875222,-0.094539481,2.148829431,13.24428028,11.04860604,162.3730319,0
102.2890625,45.75907566,0.231697754,0.227156434,2.27006689,14.34301971,9.500368299,117.0577236,0
111.234375,42.88255844,0.153102655,0.482263526,1.466555184,11.4348402,12.69962641,223.7428619,0
25.875,36.65549072,4.353534701,19.41923002,90.7132107,65.61180195,0.341897847,-0.528906172,1
106.234375,47.10236266,0.506885872,0.48648332,2.569397993,14.98737596,9.119412833,106.809231,0
121.4609375,40.38155952,0.44349681,1.260770502,1.664715719,16.16895925,11.18510327,135.1422185,0
128.734375,48.69556005,0.376429104,0.30780294,5.307692308,25.16229543,5.497543863,32.73983291,0
131.8203125,47.69932416,0.121685349,-0.113622665,1.004180602,13.78959726,15.08498384,235.5070724,0
43.9453125,30.20666022,5.186652969,33.78045606,35.83277592,59.02865182,1.636345601,1.87668367,1
122.921875,41.96419779,0.085435358,0.809268389,2.02173913,14.97822932,10.17836565,123.2879556,0
139.2265625,44.24368155,-0.109922651,0.211300069,90.22073579,93.34147098,0.092349756,-1.938052411,0
114.2734375,52.59065311,0.249983111,-0.018480168,2.465719064,17.47366854,8.411201128,79.97744117,0
106.6328125,52.64501862,0.464689409,0.151956499,1.710702341,13.87081773,11.55624507,162.7731988,0
131.15625,48.40445445,0.051407508,-0.020374077,1.331103679,12.04231957,12.4236256,199.0298709,0
81.3203125,39.95288897,0.786163674,1.73406982,1.862040134,15.58787359,10.06380255,116.1648943,0
121.7421875,41.37863392,-0.057441728,0.499236443,2.244983278,15.25697439,9.455407296,110.5067863,0
117.90625,47.49661789,0.145024965,-0.000786124,1.359531773,11.60258164,13.28619928,228.1446659,0
141.3515625,66.94675938,-0.057108082,-1.24712325,4.493311037,23.34496548,6.314271322,45.03901539,0
82.28125,35.53078276,0.930309712,3.747372695,6.218227425,26.93904991,5.034440575,27.68155489,0
125.0234375,47.34472397,-0.084788906,-0.029882814,1.683946488,17.77141489,11.07792874,125.3746833,0
99.796875,42.55444296,0.35262315,0.784589081,3.367056856,19.09590875,8.164757852,78.5912012,0
100.6875,50.2138785,0.441953984,0.186892516,0.433946488,8.05394551,27.42446366,838.2149224,0
121.0,45.72659921,-0.116789467,0.050956509,2.359531773,13.45720957,9.908619964,137.4317371,0
112.65625,43.4195444,0.363250607,0.433539117,1.881270903,14.47680478,10.28351336,127.0380191,0
107.5859375,38.22231992,0.125638911,0.864955825,1.656354515,13.42032607,11.85180461,172.2152615,0
108.5078125,56.75440458,0.216248061,-0.576141178,3.02173913,17.65721154,7.860796422,72.8978316,0
119.1015625,39.36564171,0.027582912,0.80949599,2.652173913,20.48690961,8.84231506,83.21148347,0
118.5703125,44.8130986,0.224010273,0.011623829,1.977424749,15.51287065,9.4969953,105.4994066,0
70.171875,56.65301589,0.857086565,-0.249330997,173.2056856,83.46686103,-1.034181281,-0.744690815,0
127.96875,46.42651073,0.060791305,0.543797076,2.195652174,13.29534009,9.808201032,134.3981087,0
138.1796875,48.07163171,-0.15290576,0.397027151,2.076923077,14.39263454,10.46423306,138.3456772,0
94.1484375,46.52134756,0.542460906,0.849658239,2.900501672,18.88003758,7.870104051,70.16052959,0
38.9921875,30.21265673,3.999427187,22.96450729,20.06521739,57.27304281,2.790383453,6.395328509,1
111.8046875,47.39759662,0.179039689,0.002020543,3.483277592,19.04313589,7.839866784,75.42297053,0
119.8125,43.05515177,0.230433281,0.966894774,2.900501672,15.39358659,8.305879169,92.53815581,0
33.203125,41.88215599,3.751521906,14.37265825,108.5802676,79.64975218,0.026774705,-1.129047672,1
78.4609375,40.49631587,0.764115158,1.74688093,2.109531773,13.54111327,10.51221427,147.9790216,0
47.6875,28.71866499,3.215212993,20.26156643,3.227424749,21.64833987,7.465669545,59.38975335,1
131.046875,56.28885594,-0.05329795,-0.398172701,2.183110368,14.80742884,10.90337461,147.0202263,0
110.7578125,54.31012597,0.169977071,-0.564227383,1.559364548,16.17361867,13.23143838,189.0253296,0
70.0703125,38.21284625,2.064123536,7.957333027,18.44565217,55.28513401,3.055454698,7.962520161,1
96.3203125,46.13667427,1.033361548,1.625056717,4.243311037,26.74649035,7.11097787,52.70121754,1
139.2421875,51.27114596,-0.019880765,-0.07735288,1.925585284,14.70411567,11.10128738,149.91792,0
118.6640625,35.83932838,0.264289664,1.422394645,1.142140468,13.40212371,14.67367213,242.397951,0
121.75,39.96111391,0.218436919,1.507569037,4.211538462,20.47870827,6.603646916,51.35369726,0
82.8828125,39.13131361,0.779404515,2.205462374,0.988294314,13.81288708,15.17524002,240.0273283,0
