Feat0,Feat1,Feat2,Feat3,Feat4,Feat5,Feat6,Feat7,target
122.0,56.30691565,0.192742273,-0.676199941,18.10953177,54.37198961,3.107319866,8.375607899,0
138.1796875,46.47301529,-0.205003377,0.385984719,2.02006689,14.72040192,10.0138374,123.2938847,0
126.171875,47.41738035,0.108234477,0.373438319,2.570234114,15.27230811,8.530018418,93.24530274,0
108.6015625,43.50796261,0.242287171,0.499872264,2.652173913,19.78689358,8.448764424,76.46304419,0
84.453125,40.02340319,0.677349727,2.201713999,2.258361204,16.11629886,10.12614026,121.9015919,0
55.875,33.68233959,2.734160587,12.05838952,11.1638796,40.07797458,4.024834632,16.18292524,1
130.484375,45.63321576,0.141510594,0.231174139,2.972408027,18.30926464,7.532465375,66.00795795,0
109.7734375,39.30494062,0.346856585,1.716126615,2.877926421,18.39532843,8.221997075,77.19652373,0
103.8828125,51.96206866,0.39239138,-0.165644547,3.906354515,20.33505943,6.542161401,49.45148096,0
120.265625,48.16110405,0.392295126,0.110808867,1.313545151,11.98471088,13.10738054,211.8084809,0
63.1953125,33.15377491,2.177202406,9.119310279,9.261705686,40.53953731,4.344251431,17.54486233,1
110.296875,53.31603291,0.179205703,-0.279877758,1.948160535,15.73454505,9.848984204,112.9479011,0
111.953125,49.17600078,0.21107941,-0.063352046,3.513377926,19.24543958,7.080150191,58.70907401,0
106.6484375,56.36718209,0.378355072,-0.266371607,2.43645485,18.40537062,9.378659682,96.86022536,0
119.4921875,47.81033428,0.187404161,-0.258440369,3.945652174,24.05292151,6.971950325,51.23269361,0
69.2734375,48.97124712,2.055038029,4.603519771,40.1722408,76.22635342,1.670115316,1.221644103,1
113.4296875,53.73178232,0.198426986,-0.225134084,15.34866221,50.42663806,3.225795188,9.137997165,0
138.9140625,47.57740853,0.004164924,0.231512967,16.76839465,45.07128176,2.711844985,6.515475307,0
54.3203125,41.48718432,3.229625208,11.20132794,87.5735786,73.66302493,0.646594646,-0.588894016,1
113.3828125,41.54969184,0.156559302,0.810982544,4.91638796,27.43885935,5.80708242,33.88117242,0
121.859375,42.182219,0.247988903,0.698647195,2.071906355,12.29867356,10.59097711,166.6081538,0
125.5703125,49.72073316,0.119478581,-0.177736159,6.440635452,33.26058542,5.437938063,29.46260634,0
152.75,54.83839896,-0.326922823,-0.371996532,2.709866221,18.31639258,9.565134469,104.0034427,0
113.6953125,47.09789648,0.463660224,0.435790481,0.376254181,7.910593931,28.76228013,900.5457011,0
120.3359375,49.548631,-0.016549504,-0.284695726,18.01923077,49.62013358,2.657635694,5.65003724,0
84.8671875,41.23434762,0.560041925,1.034741525,1.134615385,10.34785159,15.20352116,317.6223704,0
122.1796875,42.19716252,0.506308565,0.710815407,3.319397993,23.8497595,7.887625,65.17197395,0
116.7265625,47.23672347,0.240128585,-0.244318139,3.454013378,20.37439025,7.125129693,56.59290154,0
115.4609375,47.95031647,0.228512555,-0.365057256,2.493311037,17.34763934,9.824035753,115.3412264,0
80.140625,38.20559808,0.652303844,2.314235496,10.94481605,41.34398038,3.885967595,14.24360181,0
94.8828125,47.05874339,0.774309942,0.734361899,3.461538462,22.75217713,8.654155685,79.66744232,0
128.6953125,49.24247382,0.106935673,0.211320856,2.787625418,21.01795014,8.510130341,76.56817795,0
113.6484375,54.97195163,0.226464398,-0.594680133,2.324414716,19.44334294,10.68834483,120.773704,0
62.40625,42.81746094,2.005163265,6.355752862,7.090301003,31.14662497,4.883559124,25.09723282,1
134.390625,51.97644214,-0.225299501,0.004261943,2.407190635,13.39091622,9.279522213,125.4745221,0
107.1484375,43.1449392,0.523320635,0.799565334,2.18812709,15.24758524,9.782395807,116.7002421,0
77.0234375,44.50675244,1.268602281,2.605826138,7.808528428,36.83023007,5.181513792,26.51027772,1
130.4453125,46.66600218,-0.124612323,0.137835622,0.988294314,10.03613189,16.83692711,365.8467407,0
114.109375,45.93732727,0.398405454,0.342588907,2.79264214,20.2944169,8.19382344,71.46106935,0
118.0703125,41.28449005,0.333058618,0.943323478,0.509197324,9.15378181,22.18283696,550.6007042,0
116.5703125,55.28331626,0.021811624,-0.558824836,100.4180602,88.82462226,-0.209359205,-1.876804425,0
124.6015625,43.71647641,0.260193796,0.438259027,1.863712375,13.4946659,10.01444428,132.2476821,0
137.2421875,57.6537003,-0.108475131,-0.694870928,3.326923077,18.99496442,7.829004937,71.40411328,0
121.671875,47.3824383,0.180945125,-0.248157331,3.619565217,27.8194114,7.593533861,55.97266705,0
138.0390625,52.99209881,-0.187305605,-0.542498468,2.567725753,15.1730132,8.989732457,103.4863695,0
136.796875,52.07016891,-0.264543146,-0.260816314,3.509197324,21.46656611,7.916398669,69.47033025,0
114.84375,49.03210643,0.256468823,0.052903026,1.158026756,11.53688041,14.77568975,260.6284454,0
125.25,53.91558796,-0.015381845,-0.392471694,1.795986622,14.48665112,11.70013479,161.4754879,0
136.140625,54.18569553,-0.123523293,-0.664588439,102.6973244,69.5179077,0.429375339,-0.929149036,0
104.5859375,45.45972244,0.50830202,0.270972777,2.428093645,20.79882168,9.659845065,97.31050931,0
107.171875,38.58130809,0.497571275,1.307111668,2.754180602,18.04675573,8.760541405,91.12224557,0
79.734375,41.87695599,0.850972,1.553016095,3.311036789,16.38730375,7.146599132,68.85993737,0
82.984375,36.3509337,0.698247031,2.622151026,2.906354515,20.87131122,7.973587523,67.5913418,0
141.296875,55.15905402,-0.151424168,-0.296845739,3.56187291,19.58995249,7.667579535,67.70933778,0
137.9609375,51.88545111,-0.04851795,-0.309642471,4.203177258,23.94900568,6.531796387,45.86668775,0
106.921875,50.29516151,0.068081305,-0.150225969,0.678929766,11.30863423,18.27913989,352.1423554,0
158.7421875,59.4543215,-0.652352561,-0.627524791,0.782608696,11.31996927,18.89806607,387.893477,0
