Feat0,Feat1,Feat2,Feat3,Feat4,Feat5,Feat6,Feat7,target
103.9609375,36.82102031,0.573638935,1.582964034,3.683110368,24.33608224,7.248409044,54.37430041,0
121.6875,44.29424871,0.097343759,0.485005872,1.273411371,10.33832345,14.9514711,315.363371,0
101.1953125,36.30256073,0.669515047,1.993004619,1.97909699,18.725407,10.49646386,115.9636423,0
168.703125,49.80624324,-0.738802969,0.51004693,209.3001672,61.946757,-2.157755855,3.997383138,0
131.21875,54.61226074,-0.094982163,-0.495174556,1.860367893,12.32223707,11.81254178,190.1272228,0
79.4765625,36.42178367,0.952142649,3.359193008,2.235785953,13.7195241,10.15527735,137.9091148,0
89.640625,42.41309762,0.601610666,1.070639263,5.974916388,28.62952798,5.6233813,32.71772513,0
81.03125,35.55078619,0.961851581,3.34896132,1.986622074,15.81513674,10.01242012,117.5795112,0
84.171875,37.04412685,0.594384085,2.649348047,3.047658863,19.10738627,8.07481034,75.98840285,0
112.84375,49.0513821,0.074551957,-0.083599689,3.410535117,22.60171042,7.240796922,54.81113215,0
116.828125,51.57050837,0.492274034,0.081008978,6.943143813,32.13074427,4.889395794,24.07380615,0
113.40625,38.24375715,0.468597132,1.473002145,1.446488294,16.22314027,11.98300313,147.9496998,0
142.078125,45.28807262,-0.320328426,0.283952506,5.376254181,29.00989748,6.076265849,37.83139335,0
131.5703125,56.22008699,-0.110206811,-0.34115482,8.335284281,34.23117053,4.827363349,23.84873703,0
140.671875,50.62007837,-0.065826331,-0.366698198,4.367056856,21.63519874,6.274583786,44.99726639,0
133.109375,50.8108063,-0.011506427,-0.186036847,2.485785953,15.27240824,8.827217839,99.07453944,0
114.8984375,43.00360447,-0.055581733,0.616193316,2.448160535,16.68069664,8.514209825,86.06030505,0
118.2578125,54.44323966,0.107327196,-0.467778831,1.9590301,12.0798968,11.22562618,182.7762883,0
139.078125,44.42877189,0.167945002,0.095722603,2.135451505,16.19942753,9.920252308,113.1657528,0
107.34375,47.33828351,-0.005620097,0.401994337,7.762541806,32.40866458,4.424615002,19.41531457,0
123.765625,48.28358358,0.395619559,0.034518079,2.813545151,20.18860528,8.966726062,87.73135288,0
132.1484375,51.09994647,-0.089447443,-0.0189829,56.78511706,85.0518029,0.96479958,-0.859262021,0
107.078125,43.72510173,0.142384662,0.496889508,2.259197324,15.72914686,10.12896557,120.5357653,0
61.921875,48.35975363,1.952635992,4.118813652,38.60367893,72.19585115,1.575609859,0.916430576,1
123.2734375,48.76453547,-0.139482238,0.051884046,1.753344482,12.93662959,11.33405876,165.7113163,0
128.015625,52.79840557,-0.030500068,-0.681718295,1.606187291,11.07844914,13.59181853,254.8289491,0
128.671875,50.08572485,0.082224079,-0.017800063,1.49916388,11.90405482,12.31637329,202.2931109,0
117.21875,56.38773935,0.090613663,-0.51490464,2.763377926,16.02866464,8.615121645,92.89865266,0
128.9375,56.22537656,-0.042874165,-0.504123754,2.767558528,17.52855724,8.572523128,86.06332704,0
145.421875,53.54723519,-0.189577141,-0.18042493,1.076923077,10.19159775,15.97191344,340.1969701,0
111.640625,50.11981494,0.157152498,-0.41402209,4.302675585,21.9762039,6.179571184,42.76849542,0
91.90625,49.61861381,0.563407353,0.394458193,2.314381271,16.08614437,10.01177676,114.6648151,0
74.578125,40.47368153,0.732779857,1.810725713,5.614548495,27.36510403,5.547135031,32.22747329,0
126.8671875,53.1293191,0.13633915,-0.588709439,1.149665552,13.96514443,13.23049959,186.2685104,0
117.5625,53.56476075,-0.001119484,-0.517021157,3.107859532,21.60134174,7.78939901,65.00007111,0
135.4296875,46.88361314,-0.193149405,0.005899708,3.206521739,22.27522412,7.362926125,56.02993293,0
116.515625,53.91833877,0.164194802,-0.61279593,1.768394649,13.32431972,10.63617376,146.3462117,0
114.5703125,46.23068576,0.421382984,0.394127341,2.967391304,18.33713742,8.355472297,83.33132387,0
125.1875,46.6438886,0.146612908,-0.122981569,3.456521739,22.39107299,7.824086543,66.65757021,0
108.4453125,51.18911148,0.309100104,-0.025589423,1.143812709,13.44489759,14.91516075,242.5010023,0
123.8984375,45.99165003,0.160775545,-0.084776971,2.414715719,14.28655322,9.22368558,114.6036433,0
122.2578125,62.85241221,0.078402922,-0.696603865,3.35367893,21.01304329,7.129415644,55.74685599,0
115.9765625,46.08644473,0.111439083,0.070712567,2.002508361,13.45172816,10.29583715,141.0040889,0
118.328125,55.728851,0.145705105,-0.709315273,3.797658863,20.37735631,7.09055637,59.47765702,0
108.0,48.38307426,0.267991775,0.523983693,4.738294314,22.80770799,5.974127196,40.85600464,0
130.046875,36.74720639,-0.1016778,1.163621664,59.99832776,88.11436964,0.868043361,-1.108599024,0
130.90625,45.52187618,-0.003160636,0.135229081,1.090301003,11.10207457,15.23604038,281.7913016,0
120.2578125,58.63196202,0.36830849,-0.898550474,4.782608696,26.33930069,6.958808418,54.09751505,0
102.0546875,55.60200488,0.334724696,-0.29157509,3.68812709,21.35017548,8.145416106,75.65888478,0
23.2734375,35.32897068,4.868320871,23.99645419,122.2525084,75.53971769,-0.073049929,-0.97263797,1
144.9140625,55.59985771,0.047266977,-0.726967553,5.572742475,26.99338256,5.924142431,37.93410637,0
120.7265625,51.30845977,0.240640342,-0.43166154,1.428929766,13.85033955,12.1741101,169.2176401,0
135.1640625,41.71626207,-0.140310834,0.347949207,1.461538462,12.60087162,12.28018127,186.7185824,0
123.9453125,50.96005001,0.013047081,-0.272137444,2.498327759,13.79584169,9.029021129,116.0426692,0
134.7578125,49.20107756,-0.104248241,-0.014235136,2.024247492,12.38594443,11.11405195,174.2507489,0
130.5,54.53596864,0.070690936,-0.583442506,13.22491639,46.99653529,3.76341616,12.90140618,0
114.125,49.67252133,-0.038227175,-0.012049696,5.442307692,26.80633223,5.877354657,37.78420575,0
154.984375,46.20250676,-0.774768832,1.336436488,0.757525084,10.63783878,20.80079772,468.4882283,0
126.0,66.49471314,-0.14200562,-0.936392161,118.3235786,91.53156964,-0.300457387,-1.607770277,0
95.109375,43.30636399,0.366115935,1.417368335,2.989966555,22.6104476,8.460500093,74.90918791,1
114.4296875,44.21620948,0.38538107,0.394077271,5.534280936,28.1868407,5.463036684,30.44566106,0
119.46875,49.21857143,0.406250239,0.230359168,2.150501672,15.15077262,9.102265647,101.8793685,0
108.25,49.38591651,0.177870804,-0.039526747,1.669732441,15.02229515,11.23728158,141.9560219,0
106.5078125,31.8212773,0.356444003,3.217681107,1.518394649,15.65056859,11.82017048,150.7626039,0
117.2890625,55.1319656,0.176096301,-0.584480022,4.137123746,22.0495321,6.615853636,49.67776221,0
114.0703125,51.04274918,0.469222979,-0.079225723,6.872073579,26.51133138,4.851032223,29.19013613,0
120.7890625,51.32854535,-0.014726841,-0.201318241,2.112040134,12.63624699,10.73396959,162.605567,0
103.828125,45.09193896,0.521968842,0.197603763,1.064381271,9.659332857,18.1481764,423.7272087,0
43.2265625,30.31609897,5.101297203,32.75339724,43.88461538,71.64244924,1.641698775,1.439339227,1
112.53125,47.74949893,0.009085545,-0.171365931,3.517558528,21.00120699,7.437676802,62.25621633,0
128.53125,45.53860613,-0.016457445,0.207636146,3.002508361,16.88171995,7.693239204,73.74906333,0
54.5625,39.64722366,2.516804464,8.391360157,58.12123746,77.91483763,1.102884299,-0.131104436,1
99.6796875,51.60788663,0.36994737,-0.314999578,1.244147157,12.47508249,13.06534094,207.4291893,0
115.515625,42.76223954,0.784624925,1.103072367,2.101170569,17.26027294,9.711090691,104.207961,0
128.640625,52.5815935,-0.208212905,-0.374639933,3.18645485,21.23848145,7.399579987,59.17152851,0
119.859375,50.38348787,0.084360203,-0.165893208,2.567725753,15.74678165,8.28200626,85.90172189,0
112.46875,44.87063654,0.314516702,0.539941879,1.939799331,12.77112865,11.32335949,173.5514443,0
37.328125,43.89780557,3.217384472,10.50467693,107.1020067,50.97228209,1.015687661,0.495303231,1
119.3125,53.09009883,0.165816865,-0.178138046,18.53762542,50.54223793,2.548647871,5.044388506,0
133.2734375,64.02803522,-0.098354863,-1.148734806,51.82274247,87.18838646,1.267860119,-0.142998711,0
99.7265625,43.12386137,0.522206729,1.270061887,4.114548495,27.31586739,7.190073421,52.49807398,0
102.4609375,31.52005868,0.760770056,3.689904951,2.060200669,16.6209378,9.539906871,101.7285611,0
127.15625,53.13770988,-0.001718883,-0.313570097,0.567725753,8.673158254,23.81477414,647.8168607,0
134.0859375,52.35919024,-0.100770215,-0.347488066,8.252508361,37.01079729,4.707483838,21.85365234,0
119.84375,43.30640063,0.013581489,0.527354634,2.575250836,17.33185411,8.472117373,83.71575033,0
19.2109375,28.9681,7.383228067,54.91450581,77.35785953,74.79688682,0.819743173,-0.304083989,1
112.9140625,39.07925188,0.32106028,1.138003387,3.274247492,24.24802248,7.986921075,65.73501433,0
127.546875,43.77800164,0.276272847,0.442251944,1.494983278,15.68371996,11.98214192,155.541514,0
119.359375,38.78662269,0.537850791,1.195677048,2.435618729,16.27774304,8.723809634,90.17704922,0
124.328125,38.3185883,0.387872547,1.341815077,4.280936455,24.99825421,6.726948024,48.20161195,0
152.8828125,52.66174802,-0.500790483,-0.209465605,41.02006689,78.63692189,1.573138945,0.736878985,0
125.875,52.43239695,0.31110165,-0.099561515,2.891304348,18.5620146,9.374312751,100.4779685,0
122.546875,56.70356847,0.067254969,-0.60977995,2.225752508,16.7402207,10.04901714,115.4200251,0
23.8984375,28.72603345,6.29121151,42.36494076,86.20819398,73.79103167,0.47020447,-0.597070578,1
102.234375,48.65077793,0.142070082,0.063974358,1.361204013,11.83667985,14.67083617,262.2649737,0
136.359375,48.80553477,0.141370812,-0.164326483,1.131270903,13.72942031,13.73623151,201.9035884,0
103.3984375,45.73656562,0.245459116,0.049954381,1.973244147,15.76359486,10.44891822,129.0687445,0
107.3046875,51.420837,0.124678908,-0.237997462,2.329431438,14.51634427,8.869095747,104.3714629,0
105.9765625,38.05823351,0.267155709,1.429108479,1.58361204,12.41090788,11.78307283,181.9038203,0
136.0390625,50.06283588,-0.104641323,-0.417035949,86.87625418,82.48997956,-0.066126555,-1.911116548,0
96.03125,39.09342526,0.578383731,1.513707601,1.261705686,12.03871563,12.76677632,204.3056474,0
121.59375,43.27518008,0.209763691,0.092802937,3.001672241,23.10178142,8.092079331,66.89800856,1
91.265625,37.07709122,0.87876697,2.156588095,1.722408027,12.84516226,12.19876901,189.7888225,0
110.953125,43.65845053,0.219200373,0.268047189,1.634615385,11.4589323,13.01965821,230.815912,0
79.4296875,37.02884931,0.770612559,2.813806511,1.775919732,15.86734163,10.69474898,128.3575392,0
140.2578125,45.60397565,-0.283837109,-0.006013908,1.91638796,15.40614151,11.11935085,143.1300111,0
101.4453125,44.00884297,0.476505766,0.669207926,2.994983278,19.78525958,7.738902771,66.64469391,0
67.0703125,34.0420658,2.311709149,10.57798028,4.969063545,28.09762388,6.30901557,41.32863565,1
